id,description_clean,score_final,label_predit,rules_details,nb_emojis,nb_alert_emojis,label_humain,notes
3970,"un de deux appartements de villa. c'est un site où la nuit, un silence n'est perturbé que par le cliquetis musical des vagues et le matin par le gazouillis des oiseaux. notre maison convient aux personnes épuisées de la vie urbaine. ici pas de fêtes ni soirées. a votre disposition est premier étage (9 personnes maximum plus 1 bébé): entrée indépendante, salon, salle à manger, baie vitrée avec sortie sur une terrasse couverte vue mer; cuisine style américain entièrement équipée avec coin petit déjeuner. salle de bain.3 chambres à coucher dont une suite avec sa terrasse couverte meublée vue sur mer et sa salle d'eau. la maison est climatisée, possède une télé écran plat avec chaines satellitaires, accès internet adsl avec wifi, machine à laver, sèche-linge, fer à repasser. a part l'étage, pour vous est un jardin avec une grande terrasse ouverte avec un barbecue, un banc, des tables et des chaises pour des repas en plain air, salle d'eau extérieure; parking pour 3 voitures (les espaces ou",0.228,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
4986,"DescriptionA vendre une maison récente de plain pieds qui couvre 201 m², implantée sur un terrain avec titre bleu individuel de 1782 m² à Houmt Souk Riadh Djerba. Dans un quartier résidentiel à proximité de toutes commodités. Elle se compose d'un hall d'entrée, salon, 3 chambres, cuisine et salle de bain. A l'extérieur un studio de 70 m² et un garage de 33 m². Un beau terrain clôture l'ensemble. Divers : Plusieurs terrasses - citerne d'eau - Construction en pierre - Possibilité d'ajout de piscine ....",0.264,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
2432,"un immeuble sur un terrain de 470 m² situé dans un bon quartier à hamem chat . au rdc, on a un appartement qui se compose par un salon , une cuisine, 3 chambres et 2 salles de bain et aussi on a un local commercial d'une superficie de 25m² . au 1ére étage ,on a un appartement qui se compose par un salon , une cuisine , 2 chambres et une salle de bain .aussi dans la méme étage on a un autre appartement qui se compose par un salon , une cuisine, 2 chambres et une salle de bain . a l'extérieur, on a 2 terrasses , un garage et un jardin avec un studio . pour plus de renseignements, veuillez contacter l'agent sur le 51658170",0.055,positif,aucun,0,0,positif,
2579,"le patio immobilier tunisie met a la location un duplex s 3 a gammarth golden tulip il se compose : d'un salon ,séjour qui s'ouvre sur le jardin piscine, une cuisine équipée et une salle d'eau invités. a l'étage on trouve trois suites . le duplex il dispose d'un parking , de la climatisation et chauffage centrale. pour plus d'informations merci de nous contacter au 28 287 487.",0.2,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
491,"Description L'agence immobilière Century 21 Infinity vous propose à la vente une villa à Sidi Bousaid Emplacement: Sidi Bousaid Superficie: terrain 912 m² / Bâti 550m² Pour plus d'informations, veuillez nous contacter sur le 216 27 876 105 ou 216 25 794 794",0.252,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
3459,terrain de 630m2 de vue dégagée à la mer d'el haouaria cap bon notre agence ranime immo vous propose pour la vente de terrain constructible situé a la mer dans un cartier calme orienté par la mer et de vue panoramique a el haouaria cap bon et d'un seul propriétaire. le dossier foncier réglé. surface : 630m2. prix est de 220 000 dt. nb: ne jamais trouver ce terrain pour investir. occasion à ne pas rater. notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. tél : 216 23452279 whatsapp : 216 98368348,0.532,neutre_negatif,urgence_forte|pression_achat,0,0,neutre_negatif,
3620,"l575 villa orangina a louer pour vos vacances chez l'agence smart owner immobilière hammamet, une belle villa avec piscine située dans un quartier bien sécurisé à hammamet sud à deux minutes de yasmine hammamet. la villa est établie sur deux niveaux: le rez de chaussée se compose d'un joli salon, une salle à manger, une cuisine moderne bien équipée, une chambre à coucher et une salle d'eau pour les invités. quant à l'étage on trouve, trois suites avec leurs propre salles de bain et dressing dont une avec terrasse. a l'extérieur vous bénéficiez d'un joli jardin gazonné, une belle piscine, des banquettes et un place parking. la villa est équipée des climatiseurs. prix: 1100 dt la nuitée. pour éventuelle visite ou plus d'informations veuillez svp contacter mme khouloud sur le 52 177 449 / 54 544 909.",0.069,positif,aucun,0,0,positif,
2446,a vendre villa haut standing a rades surface terrain : 195 m² surface batie : 320 m² rdc independant composé de salon 2 chambre cuisine salle de bain 1er étage et 2éme étage en style americain composé de grand salon 3 chambres salle de bain sale d'eau cuisine,0.21,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
1948,a vendre au mourouj2 une spacieuse villa qui fait angle deux rues de 2 niveaux separés le rdc comprends 3 spacieuse chambres un grand salon une salle de bain une cuisine et un couloir l' etage comprends deux appartements un appartement se compose de deux chambres un salon une salle de bain et une cuisine et l' autre appartement se compose de 3 pieces un salon une salle de bain et une cuisine avec un jardin des 4 côtés. une allée pour voitures . superficie de terrain 356m2 avec un titre foncier pour plus de renseignements vous pouvez appeler le 98589503 ou le 53375338 agence immobilière essour,0.27,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
2662,"opportunité à ne pas manquer à el menzah 7 ! l'agence l'avenir vous propose à la vente un bel appartement s 3 idéalement situé dans l'un des quartiers les plus recherchés. superficie : 100 m² titre foncier en règle cet appartement vous offre : un salon spacieux et lumineux 3 chambres à coucher confortables une cuisine fonctionnelle une salle de bain une salle d'eau un balcon agréable chauffage central emplacement stratégique : proche de toutes les commodités (écoles, commerces, transports), parfait pour une vie pratique et confortable. prix attractif : 285 000 dt idéal pour habitation familiale ou investissement rentable ! contactez-nous dès maintenant pour une visite : 52 584 047 98 280 035 70 823 176",0.372,neutre_positif,promesse_rentabilite|contacts_multiples,0,0,neutre_positif,
1962,"l'agence immo contact met en location a ennasr 2 pour 2300 dt par mois un s plus 3 hst meublé (140m) avec chauffage central, climatisation, parking sous sol (wb4364) frais de visite 20dt, commission agence 1 mois",0.566,neutre_negatif,frais_visite,0,0,neutre_negatif,
4228,"la maison de l'immobilier vous propose la location d'un plateau moderne en open space avec cinq bureaux d'une superficie globale de700m² au sein d'un immeuble en r3 avec un ascenseur aux berges du lac 1. il se compose d'un open space modulable avec 5 pièces de bureau, trois blocs sanitaires et une kitchenette. il est équipé d'un système de climatisation central chaud et froid",0.056,positif,aucun,0,0,positif,
3827,"manar très bel appartement situé au 1ère étage avec ascenseur se compose d'un grand salon, 2 chambres à coucher, des placards, cuisine, sdb. le tout est équipé du chauffage central. titre individuel. prix demandé 240md pour visiter contactez agence immobilière el mostakbel sur 21 291 414",0.085,positif,aucun,0,0,positif,
4640,"opportunité rare foulpointe - maison style arabesque dans 362m2 au centre ville d'el haouaria cap bon. notre agence ranime immo vous propose pour la vente une maison de style arbi (bonne état), avec grande terrain et jardin implanté, bien placée dans un cartier calme au centre ville d'el haouaria cap bon, bien sécurisé, avec des bons voisins, et proche de toutes les commodités. cette maison est composée par : grand salon, 3 chambres à coucher. salle d'eau. cuisine et grande cour couvert (hall). cette maison à une surface générale de 362m2 cette maison est équipée par compteur d'eau électricité. le prix est de 140 000dt pour les sérieux. nb: dans les 362 m2 il y a autre maison de surface 100m2 avec avancement de 50 le dossier foncier avec titre bleu. occasion à ne pas rater. notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. tél : ( 216) 23452279 whatsapp : ( 216) 98368348 fcb : ranime immo",0.553,neutre_negatif,urgence_forte|pression_achat,0,0,neutre_negatif,
1824,"villa neuve des 275m2 a la mer el haouaria 8045 notre agence ranime immo vous propose pour la vente une villa neuve et luxe bien placée dans un quartier calme touristique de vue panoramique de la mer. située a la mer d'el haouaria 8045 cap bon. cette villa a une surface couverte de 150m2 dans un terrain de 275m2. cette villa est composée : de grand salon qui s'ouvrent sur un jardin gazonné et piscine de 8/4m, salle à manger, 2 grandes chambres, cuisine spacieuse bien équipée, salles d'eau, grand terrasse gazonné, entrée de deux voitures, places parkings. cette villa est équipée par compteurs d'électricité, de l'eau, sécurisée par système d'alarmes et proche de toute commodité nécessaire. le dossier foncier est réglé. le prix est de 340 000dt pour les sérieux. notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. occasion à ne pas rater. tél : 216 23452279 whatsapp : 216 98368348 fcb : ranime immo",0.546,neutre_negatif,urgence_forte|pression_achat,0,0,neutre_negatif,
701,"Description L'agence immobilière Century 21 Infinity vous propose à la location bureaux neuf de type H 1, H 2 et H 3, avec des superficies variant de 50 m² à 132 m² Chaque bureau dispose: -Une kitchenette -Une salle d'eau (selon la superficie) -Une place de parking au sous-sol Espaces fonctionnels, lumineux et adaptés à toute activité professionnelle (cabinet, société de services, profession libérale, etc.). Pour plus d'informations, veuillez nous contacter sur le 216 27 876 105 ou 216 25 794 794",0.021,positif,aucun,0,0,positif,
2620,"a vendre la sté akariet sarraj propose maison style arabe manque de quelque retouche construite sur ( terrain 270m²) à proximité de toutes commodités hammem sousse prés de mosquée el karma skifa, (3) chambres, cuisine, hammam arabe, wc indépandant prix raisonnable: 190.000md ( négociable) infos ligne : 98.740.165 ou 27.457.153 ou 73.274.601",0.08,positif,aucun,0,0,positif,
2242,"occasion à ne pas rater la sté akariet sarraj agence immobilière ( agrée) propose a vendre maison ( style arabe) construite sur ( terrain 184m²) khzema ouest ( oued bliben) rdc : (2) pièces, cuisine, salle d'eau avec douche, terrasse 1ér étage : entré indépandant, salon, deux chambres, cuisine, salle d'eau avec douche documents fournis : papiers en régle prix : 115,000md ( un peux négociable) infos ligne : 98.740.165 ou 27.457.153 ou 73.274.601",0.566,neutre_negatif,urgence_forte|pression_achat,0,0,neutre_negatif,
2664,"un appartement s 2 situé au 2ème sans ascenseur, composé de un salon lumineux avec balcon deux chambres à coucher une cuisine totalement équipée une salle de bain",0.008,positif,aucun,0,0,positif,
2777,la méditerranée immobilière vous propose à location un appartement s0 situé en plein coeur centre ville médina de tunis compose d'une chambre à coucher une cuisine bien équipé et une salle d'eau,0.024,positif,aucun,0,0,positif,
188,"DescriptionV589 Villa ARMANI A vendre chez l'agence SMART OWNER immobilière Hammamet, une belle villa de plain pieds nouvellement construite situé dans un quartier calme et bien sécurisé à Hammamet Sud zone el Monchar. La villa villa se compose d'un spacieux et lumineux salon donnant sur la piscine, une cuisine moderne bien équipée, une suite parentale avec sa propre salle de bain et dressing, deux chambres à coucher avec une salle de bain commune. Elle est équipée de pré installation de chauffage central et des climatiseurs. A l'extérieur vous bénéficiez d'un joli jardin gazonné et planté, une belle piscine ainsi qu'un parking pour les voitures. Pour éventuelle visite ou plus d'informations veuillez SVP contacter Mme Khouloud sur le 52 177 449 / 54 544 909.",0.24,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
2957,"villa de 7 pièces très propre a la el haouaria cap bon notre agence ranime immo propose de vendre une villa de 7 pièces (rdc) très propre, bien placée dans un quartier calme, située a el haouaria cap bon. -cette villa a une surface couverte de 200m2 dans un terrain de 300m2. -cette villa est composée : de deux salons, salle à manger, trois chambres à coucher, suite parentale avec salle de bain, brasserie, cuisine spacieuse, deux salles d'eau, garage, grand terrasse. -cette villa est équipée par compteurs d'électricité et de l'eau et proche de toute commodité nécessaire. -cette villa est sécurisée et protégée par des fers forgé. -cette villa est construite par autorisation de bâtir. -le dossier foncier réglé. -le prix est de 360 000dt pour les sérieux. occasion à ne pas rater. notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. occasion a ne pas rater. tél : 216 23452279 whatsapp : 216 98368348 fcb : ranime immo",0.529,neutre_negatif,urgence_forte|pression_achat,0,0,neutre_negatif,
3910,"la maison de l'immobilier vous propose la location d'un immeuble érigé sur 5 niveaux totalisant une superficie de 1150 m². il est situé à proximité de toutes les commodités au belvédère tunis. cet espace de travail peut faire l'objet d'un siège d'une société, école, centre de formation..... l'entrée donne sur un hall de réception qui dessert un open space lumineux grâce a ses grandes bais vitrée, deux salles d'eau et deux pièces de bureau. les trois étage abritent des pièces modulables de différentes superficies. le premier étage abrite 5 pièces de bureaux. le deuxième étage loge 6 pièces de bureaux dont trois avec leurs propres salles d'eau. le troisième et le quatrième étage, chacun se compose de 5 pièces et deux salles d'eau. climatisation en split système (chaud/ froid)",0.054,positif,aucun,0,0,positif,
3866,donnant directement sur le port kantaoui local d'une superficie de 40 m² plus jouissance d'une terrasse privée de 20 m² local convient pour ttes activités commerciales mis à la vente prix demandé 400 000 dt infos et visite s'adresser à l'immobilière du lac h sousse au 216 73 370 942 où 216 99 904 113 et 216 23 713 406,0.248,neutre_positif,contacts_multiples,0,0,neutre_positif,
192,"Description Frais d'enregistrement 1 (Directe Promoteur) Situé dans une prestigieuse adresse à sahloul 4 Appartement bénéficie d'un luminosité naturelle Double Ascenseur Résidence, gardée et sécurisée. Place de Parking : 20 000 dt Idéal pour investissement grâce à sa rentabilité locatif Superficie : 103 m². Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628614614 Whatsapp / Botim. Nos Adresses : Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: 21673275544. Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21673216390.",0.539,neutre_negatif,multiple_whatsapp|promesse_rentabilite|emojis_excessifs|contacts_multiples,15,0,neutre_negatif,
23,"DescriptionParticulier met en location pour étranger, un appartement S 4 meublé haut standing, spacieux neuf.dans une résidence , au cité les palmeraies , à proximité du Lac 2,se compose :- une salon spacieuse- 4 chambres de nuit dont 1 suite parentale avec Sdb .- une cuisine bien équipée séchoir- une 2ème salle de bain avec salle d'eau.- une salle d'eau séparée.- une place de parking au sous-sol ,- chauffage central 4 climatiseurs 4 tv.- résidence sécurisée gardée et possède un espace vert agréable avec jardin d'enfants.Prix du loyer à l'année 2000 dt/mois avec 2 mois de caution.gsm 21655690000",0.556,neutre_negatif,ciblage_etranger,0,0,negatif,
4050,"petit local de 13 m²,situé rue alexandrie h-sousse , à 2 pas de la route touristique sousse , local mis à la vente au prix de 85000 dt. local jouissant d'une terrasse également . visite contactez l'immobilière du lac hammam sousse au 216 73 370 942 où 216 99 904 113 et 216 23 713 406.",0.233,neutre_positif,contacts_multiples,0,0,neutre_positif,
3626,"bureau très haut standing composé de 2 pièces à louer sur av principale alain savay (en face le ministère de l'agriculture et à coté de l'uib) 55 m2 tout équipé : climatisation, salle d'eau, kitchenette, etc. convient pour médecins (accueil et bureau) prix 1450 dinars/mois nets",0.226,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
3180,"à vendre maison propre 2s 3 chambres dans un terrain de 984m2 a la mer el haouaria cap bon notre agence ranime immo vous propose pour la vente une maison très propre bien placée dans un quartier calme touristique de vue panoramique de la mer. située a la mer d'el haouaria cap bon. cette villa a une surface couverte de 200m2 dans un terrain de 984m2. cette villa est composée : de grand de deux salon qui s'ouvrent sur un jardin gazonné, salle à manger, 3 grandes chambres, cuisine spacieuse bien équipée, salles d'eau, grand terrasse. cette villa est équipée par compteurs d'électricité, de l'eau, sécurisée et proche de toute commodités nécessaire. le dossier foncier est réglé (titré e). le prix est raisonnable pour les sérieux. occasion à ne pas rater. notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. tél : ( 216) 23452279 whatsapp : ( 216) 98368348 fcb : ranime immo",0.614,neutre_negatif,urgence_forte|pression_achat|absence_prix_bien_cher,0,0,neutre_negatif,
3435,loue une villa donnant sur une vue verdoyante de la montagne et un autre atout elle est à 2minutes à pieds de la mer 5 chambres richement meublée conviendrait pour les familles place pour 3 voitures meuble de jardin transat barbecues la nuitée 600dinard,0.269,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
2256,"pour étranger ou nouveau marié étage de villa très luxueux avec garage .tout prêt du terminus station métro mourouj3 (à 200 mètres) avec peinture complètement refaite( intérieur et extérieur). etage de villa s 3, cuisine avec coin repas, salle de bain douche à part.chauffage central et chauffe bain à part.chaque chambre avec climatiseur cuisine comprise(le tout 5 climatiseurs).garage pour voiture avec porte basculante.une terrasse à l'entrée et une à la sortie cuisine",0.574,neutre_negatif,ciblage_etranger|absence_prix_bien_cher,0,0,negatif,
3125,un rez-de-chaussée de villa s 3 indépendant situé dans un quartier calme et résidentiel. sans chauffage central et sans dressing,0.212,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
106,"Description BORJ BACCOUCHE : BUREAU H 4 À LOUERL'agence MON_RÉSEAU met à la location un bureau H 4 au 1 er etage avec double ascenseur dans une résidence exclusivement bureautique proches de toutes commoditésIl se compose de :- Hall- Quatre pièces- Bloc sanitaires- Kitchenette- Climatisation- Place de parkingPrix de location : 1750 TND INCLUS FRAIS DE SYNDIC L'immeuble est sécurisé et bien situé à proximité des principales commodités.Pour plus d'informations, contactez notre conseillère en immobilier : Téléphone : 216 98 115 202 / 216 53 728 138 WhatsApp : 216 98 115 202 E-mail : monreseau.immo outlook.com",0.529,neutre_negatif,emojis_excessifs|emojis_alerte|contacts_multiples,5,1,neutre_negatif,
3049,agence immobilière le carré 9 vous propose à la location une villa s5 vide avec une piscine situé dans un quartier calme et sécurisé aux berges de lac 2. la villa est édifiée sur un terrain de 750m² avec une bâtisse de 400m² sur deux niveaux: le rez-de-chaussée contient un grand salon avec une terrasse donnant sur la piscine une cuisine bien équipée avec axés sur le jardin une salle d'eau invités et une suite avec sa salle de douche. l'étage abrite quatre suites dont deux avec salles de bain. le sous-sol se compose d'une chambre de service un débarras et un espace pour deux voitures. l'extérieur est un des atouts de cette villa qui loge une piscine un grand jardin et une entrée pour 3 véhicules. pour plus d'information veuillez nous contacter au 28177388 ou bien 23219610. ref115a,0.276,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
4729,"offre exclusif pour étranger. propriétaire offre pour un étranger une location à l'année d'un appartement s2 bien et luxueusement meublé . situé au 1er étage à la résidence erriadh ennasr2, très proche du magasin général gouvernorat d'ariana, sécurisée gardée jours et nuits avec double ascenseurs. appartement de haut standing, état neuf bien lumineux et ensoleillé . se compose de : une entrée, une cuisine indépendante bien équipée ( réfrigérateur micro-ondes fourmachine à laver séchoir. 2 chambres de nuits dont une chambre avec un balcon. un salon une salle de bains. un grand terrasse avec des bacs de plantes très jolies. 2 places de parking au sous-sol. equipé de chauffage central 3 climatiseurs une connexion internet par wifi illimitée télé lcd avec récepteur numérique. prix du loyer à l'année 1600 dt /mois avec 2mois de caution . gsm propriétaire 216 55690000",0.558,neutre_negatif,ciblage_etranger,0,0,negatif,
3688,"a vendre terrain d'angle 257 m2 zone touristique soliman plage situé au centre de la zone touristique de soliman plage, ce terrain d'angle de 257 m² représente une opportunité rare pour un projet résidentiel ou un investissement à vocation commerciale. caractéristiques principales : superficie : 257 m² vocation : r 2 type : jumelé double façade : 18,10 m et 14,20 m orientation idéale : sud-est terrain affleurant à la chaussée (niveau voirie) prix attractif : 650 tnd / m² titre foncier individuel disponible terrain entièrement viabilisé : eau potable électricité gaz naturel téléphone assainissement éclairage public emplacement stratégique : à seulement 1 minute de la plage ejjahmi à 3 minutes des commodités essentielles : magasin général, carrefour market, écoles et universités accès rapide au centre de tunis via la nouvelle autoroute (30 minutes) ce terrain ne représente pas seulement une acquisition foncière, mais une véritable opportunité d'investissement dans une zone à fort potenti",0.364,neutre_positif,pression_achat,0,0,neutre_positif,
3991,"a louer un spacieux appartement (vide) de type s 2 de 110m² sis au dans une résidence de haut standing à enasser2. il se compose d'un salon qui donne sur un grand balcon, une cuisine équipée et agencée et avec séchoir, une salle d'eau invités, 2 chambres à coucher et une salle d'eau. il est équipé de chauffage central de 3 climatiseurs et doté d'une place de parking sous-sol prix 1420dt / 80dt syndic pour plus d'informations et de photos veuillez visiter notre page facebook l'intégrale immo ou contactez le 70 215 880 / 52 145 909 / 21 001 320",0.237,neutre_positif,contacts_multiples,0,0,neutre_positif,
4223,"a louer duplex très haut standing s 3 , avec une belle jardin situé aux jardin el aouina l'entrée donne sur un grand salon, salle à manger ouvrant sur une belle terrasse, une cuisine bien equipe, une salle d'eau invités et une suite parentale avec sa propre salle de douche, dressing et terrasse. des escaliers nous mènent à l'étage 3 chambres a couches avec dressings. chauffage centrales et climatisation pour plus d'informations veuillez nous contacter aux : 55 266 656",0.23,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
102,"Description Attestation de Propriété Individuel Quartier sélectif, doté d'un bon voisinage à Bouhsina El Ghazali Au deuxième étage d'une Petite Résidence R 2, gardée et sécurisée. Abri de voiture est disponible devant la résidence Idéal pour investissement grâce à sa rentabilité locatif Bénéficie d'un luminosité naturelle Superficie 85 m² Trois balcons Dressing. Appelez nous pour le visiter gratuitement.Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628615615Whatsapp / Botim.Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628614614Whatsapp / Botim. Nos Adresses : Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21673216390 Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: 21673275544.",0.545,neutre_negatif,multiple_whatsapp|promesse_rentabilite|emojis_excessifs|contacts_multiples,16,0,neutre_negatif,
1820,"un appartement s 1 situé dans une résidence r 2 de prestige avec une salle de fitness et une reception, bien gardée et sécurisée à chotrana 1. l'appartement se compose comme suit : -un salon -une cuisine aménagée et équipée -une chambre à coucher avec dressing -une salle de douche une place parking sous-sol est incluse visite 54010782",0.214,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
511,"Description L'agence immobilière Century 21 Masters vous propose pour la vente une villa à la Soukra. Superficie terrain : 400m² Superficie bâtisse : 500m² Typologie : S 6 Titre disponible Composition : RDC : Partie jour : Salon spacieuse avec balcon Deux séjours Cuisine équipée et aménagée avec séchoir Salle de douche 1er étage : Partie nuit : Trois chambres à coucher Une suite parental avec jacuzzi Une salle de bain commune Sous-sol : Garage pour 3 voiture Studio équipé par une cuisine et une salle de douche Pour plus d'informations, veuillez nous contacter sur le : Tél / WhatsApp : 29 855 485 / 23 221 222 E-mail : cun century21.tn",0.211,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
3114,"a louer un appartement s 2 au premier étage d'une villa, entrée séparée avec place parking pour mettre votre voiture en toute sécurité. il se compose d'un hall et salon s'ouvrant sur un balcon qui laisse profiter de la vue de mer (kazma beach). il offre aussi deux chambres à coucher, une salle de bain et une cuisine. l'appartement est équipé aussi d'un séchoir séparé. un appartement calme, à proximité de la plage (300metres), avec une vue sublime sur mer. proche de toutes commodités (station bus, magasin, etc)",0.201,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
54,"Description RIADH ANDALOUS FONDS DE COMMERCE À VENDREOpportunité à saisir !Fonds de commerce de 100 m² idéal pour toute activité, situé dans un quartier très animé et à fort passage, offrant une excellente visibilité. Caractéristiques : Espace clients à l'entrée d'environ 35 m² Cuisine intérieure point d'eau d'environ 25 m² Mezzanine aménagée abritant la cuisine principale d'environ 40 m² Monte-charge fonctionnel reliant les niveaux Local bien agencé et exploitable immédiatement Loyer : 3 000 DT / mois Prix de vente : 155 MD à débattrePour de plus amples informations veuillez contacter nos conseillères en immobilier : Téléphone : 216 98 115 202 / 216 53 728 138 WhatsApp : 216 53 728 138",0.538,neutre_negatif,pression_achat|emojis_excessifs|emojis_alerte|contacts_multiples,6,2,neutre_positif,
2041,de participer a particulier a vendre appartement haut standing a el mouourouj résidence magasin general titre bleu grand salon salle a manger 3 chambres cuisine équipée salle e bain salle d' eau séchoir balcon place parking extérieur avec abri chauffage central 4 climatiseurs 4eme étage avec ascenseur très bien sécurisé sindik caméra de surveillance gardien jours et nuit netoyage journalier résidence magasin general contact wattsapp t 97830329,0.246,neutre_positif,absence_prix_bien_cher,0,0,neutre_negatif,
3625,"a louer un immeuble neuf au lac3 zone d'activité kheireddine composé de 3 étage de très haut standing et un sous sol avec un jardin, veuillez contacter 53772325",0.28,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
5497,"Description Appartement (S 2) vue de Piscine situé dans une résidence pied dans l'eau à Chatt Mariem Place de parking au sous sol Attestation de propriété individuel Appartement bénéficie d'un luminosité naturelle Orientation EST Accès sécurisé dans la résidence avec code et avec caméra de surveillance Ascenseur Une plage privée, des piscines extérieures à l'eau de mer ,des restaurants, des salon de Thé , piscine couverte, salon de coiffure et esthétique ,une salle de jeu, supérette et une aire de jeux pour les enfants pour plus de confort Superficie 95 m². Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628614614 Whatsapp / Botim. Nos Adresses : Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: Afficher le numéro . Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21673216390.",0.544,neutre_negatif,multiple_whatsapp|emojis_excessifs|absence_prix_bien_cher|contacts_multiples,16,0,neutre_positif,
3000,"la maison de l'immobilier vous propose la location des bureaux neufs très haut standing, situés à proximité de toutes les commodités au centre-ville tunis. chaque bureau abrite un hall, 3 pièces de bureaux, une salle de réunion, deux salles d'eau et une kitchenette. cet espace de travail est équipé par la climatisation en split système.",0.242,neutre_positif,absence_prix_bien_cher,0,0,neutre_negatif,
3085,on vends un propre et lumineux appartement au mourouj5 proche du college et ecole primaire il se compose de 3 chambres a coucher un salon une salle de bain une cuisine avec un sechoir il est au 2eme etage résidence gardée avec place de parking privée papier en regle:titre foncier pour plus de renseignements vous pouvez appeler le 98589503 ou le 21934246,0.076,positif,aucun,0,0,neutre_positif,
4082,l'agence immobilière gharbi met en location un très joli étage de villa indépendante a mourouj 6 il est composé comme suit: salon 2chambres a couchée cuisine avec séchoir salle d'au appartement prés de tte commodité pour plus d'information contactez l'agence immobilière gharbi visite sur rdv avec frais de visite 23 65 82 27/23 825 899,0.53,neutre_negatif,frais_visite|absence_prix_bien_cher,0,0,positif,
3084,agence immobilière le carré 9 vous propose à la location un local commercial d'une superficie de 257m² avec double hauteur 7.35m bien situé aux berges du lac 2. il convient pour toute activité commerciale. prix de location annuelle est à 650 dt ht/m²/ an. payement trimestriel et d'avance. les frais de participation aux charges communes sont de 20dt/m²/an. avec pas de porte. participation aux travaux d'aménagement : 1000 dt/m² pour plus d'informations veuillez nous contacter au 28177388 ou bien 23219610.,0.048,positif,aucun,0,0,neutre_negatif,
3646,"à vendre chez green immobilier une demeure bien située à hammamet nord elle s'étend sur un terrain de 203 m² avec une superficie habitable de 175 m². elle offre: -un salon salle a manger -une cuisine bien aménagée -une suite composée, une chambre, une salle de bain, dressing -deux chambres à coucher -un petit jardin -terrasse -piscine -place de parking la villa est équipée par un chauffage central prix demandé : 750.000 mdt whatsapp: 21698100513 votre satisfaction est notre priorité",0.212,neutre_positif,absence_prix_bien_cher,0,0,positif,
4185,a vendre hôtel 4 vue sur mer bâtis sur 12000 m2 capacité 350 lits extensible titre de propriété privatif prix demandé 50 million dinars (15million euros ),0.097,positif,aucun,0,0,neutre_positif,
