id,description,source_name,nb_emojis,emojis_list,nb_alert_emojis,ratio_emojis,description_clean,langue,nb_mots,label,score,raison,erreur
29,"Descriptionnous vous proposons une ferme idéale d'une superficie de 30 hectares sur la route goudronnée, à 52 km environ 40 minutes de la capitale, tunis .terrain fertile, excellente nappe phréatique, ensemble de bâtiments, électricité et eau potable. cette ferme est située dans un environnement naturel magnifique et sécuritaire. possibilité de creuser un puits profond. documents juridiques. prix ​​à l'hectare : 32 000 dinars. prix ​​total : 960 000, négociable.visite sur rdv a l'avancepour profiter cette offre et pour plus d'information :contactez: mr harabi alitel: 22516198whatsapp 216 55357150rue habib bourguiba birmchergua 1141première visite 30 dt et le reste des visites sont gratuites ,beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas",affare,0,,0,0.0,"Descriptionnous vous proposons une ferme idéale d'une superficie de 30 hectares sur la route goudronnée, à 52 km environ 40 minutes de la capitale, tunis .terrain fertile, excellente nappe phréatique, ensemble de bâtiments, électricité et eau potable. cette ferme est située dans un environnement naturel magnifique et sécuritaire. possibilité de creuser un puits profond. documents juridiques. prix à l'hectare : 32 000 dinars. prix total : 960 000, négociable.visite sur rdv a l'avancepour profiter cette offre et pour plus d'information :contactez: mr harabi alitel: 22516198whatsapp 216 55357150rue habib bourguiba birmchergua 1141première visite 30 dt et le reste des visites sont gratuites ,beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas",fr,122,neutre_negatif,0.6,"Prix absent, pas d'agence, description trop idyllique",
31,"Descriptionnous offrons à nos précieux clients 8 hectares nu de terrain plat et excellente nappe phréatique, à 350 mètres de la route goudronnée, à 47 km de tunis, la capitale. terrain adapté à tous types d'agriculture. certificat de propriété individuelle. prix : 320 000 dinars.page officielle et tiktok -youtube : immobilier harabi pro businessvisite sur rdv a l'avancepour profiter cette offre et pour plus d'information :contactez: mr harabi alitel: 22516198whatsapp 216 55357150rue habib bourguiba birmchergua 1141première visite 30 dt et le reste des visites sont gratuites ,beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas#fyp #foryoupage #immobili#harabi#pro #business#immobiliere",affare,0,,0,0.0,"Descriptionnous offrons à nos précieux clients 8 hectares nu de terrain plat et excellente nappe phréatique, à 350 mètres de la route goudronnée, à 47 km de tunis, la capitale. terrain adapté à tous types d'agriculture. certificat de propriété individuelle. prix : 320 000 dinars.page officielle et tiktok -youtube : immobilier harabi pro businessvisite sur rdv a l'avancepour profiter cette offre et pour plus d'information :contactez: mr harabi alitel: 22516198whatsapp 216 55357150rue habib bourguiba birmchergua 1141première visite 30 dt et le reste des visites sont gratuites ,beaucoup d' autres offres sont disponibles :des terrains agricoles , industriels , des terrains de lotissement ,de loisir et des villas fyp foryoupage immobili harabi pro business immobiliere",fr,114,neutre_negatif,0.68,"Prix present, mais template copier-coller et hashtags",
33,"DescriptionÀ VENDRE | Villa d' exception  - BizerteComposition* Salon lumineux et accueillant à l'entrée.* Vaste séjour baigné de lumière naturelle.* Salle à manger spacieuse.* Cuisine richement équipée.* Salle d'eau pour les invités.* Une belle terrasse donnant directement sur le jardin.Espace NuitLe premier étage, d'une surface de 146 m², est dédié à l'espace nuit :* Trois chambres à coucher, dont une suite parentale avec salle de bain privée.* Deux chambres dotées d'un vaste balcon offrant une vue imprenable sur la mer.* Une salle de bain commune.Équipements et CommoditésCette villa est équipée pour un confort optimal et une sécurité renforcée :* Abri pour au moins trois voitures.* Climatisation split dans toutes les pièces.* Système de caméras de surveillance.* Installation de panneaux photovoltaïques pour une énergie durable.Le terrain dispose également d'un sondage de 50 m² (eau douce abandonnée).https://www.collectionimmo.tn/.../117625-villa-d...Merci de nous contacter :Téléphone / Whatsapp : +216 55 659 900Email : contact@collectionimmo.tn",affare,0,,0,0.0,"DescriptionÀ VENDRE Villa d' exception - BizerteComposition Salon lumineux et accueillant à l'entrée. Vaste séjour baigné de lumière naturelle. Salle à manger spacieuse. Cuisine richement équipée. Salle d'eau pour les invités. Une belle terrasse donnant directement sur le jardin.Espace NuitLe premier étage, d'une surface de 146 m², est dédié à l'espace nuit : Trois chambres à coucher, dont une suite parentale avec salle de bain privée. Deux chambres dotées d'un vaste balcon offrant une vue imprenable sur la mer. Une salle de bain commune.Équipements et CommoditésCette villa est équipée pour un confort optimal et une sécurité renforcée : Abri pour au moins trois voitures. Climatisation split dans toutes les pièces. Système de caméras de surveillance. Installation de panneaux photovoltaïques pour une énergie durable.Le terrain dispose également d'un sondage de 50 m² (eau douce abandonnée).https://www.collectionimmo.tn/.../117625-villa-d...Merci de nous contacter :Téléphone / Whatsapp : 216 55 659 900Email : contact collectionimmo.tn",fr,148,neutre_positif,0.8,"Description detaillee, mais sans prix ni agence",
34,"Description📍 RIADH EL ANDALOUS – APPARTEMENTS S+3 À VENDREL'agence MON_RÈSEAU IMMOBILIER vous propose 3 appartements S+3 haut standing dans une résidence R+3 gardée et sécurisée, proche de toutes commodités.Disponibilités :A1 : 120,796 m²A4 : 119,915 m²Caractéristiques communes :Suite parentale avec salle de douche et dressingPlace de parking au sous-sol incluseChauffage central et climatisationBalcon, cuisine équipée avec séchoir🚨 Direct promoteur📅 Remise des clés : Décembre 2025💰 Prix de vente : 390 000 DT HTVA📞 Contactez notre conseillère en immobilier :Téléphone : +216 53 728 138WhatsApp : +216 53 728 138E-mail : monreseau.immo@outlook.com",affare,5,📍 🚨 📅 💰 📞,2,0.0549,"Description RIADH EL ANDALOUS APPARTEMENTS S 3 À VENDREL'agence MON_RÈSEAU IMMOBILIER vous propose 3 appartements S 3 haut standing dans une résidence R 3 gardée et sécurisée, proche de toutes commodités.Disponibilités :A1 : 120,796 m²A4 : 119,915 m²Caractéristiques communes :Suite parentale avec salle de douche et dressingPlace de parking au sous-sol incluseChauffage central et climatisationBalcon, cuisine équipée avec séchoir Direct promoteur Remise des clés : Décembre 2025 Prix de vente : 390 000 DT HTVA Contactez notre conseillère en immobilier :Téléphone : 216 53 728 138WhatsApp : 216 53 728 138E-mail : monreseau.immo outlook.com",fr,94,positif,0.95,"Agence identifiee, prix implicite, details sur biens",
35,"DescriptionMahjoub met à la venteun terrain à vendre dans un quartier calme, Au bord de la mer de Bizerte, à EL Ksiba , dans le gouvernorat de Bizerte.Proche de toutes commodités, idéal pour la construction d'une maison.Superficie : 254 m²Documents fournis : titre foncier collectifPrix de vente : +216 977 64800Pour plus d'informations, contactez-nous au +216 977 64800Pour une visite, veuillez prendre rendez-vous.Frais de visite : 30 dinarsBienvenue, merci.",affare,0,,0,0.0,"DescriptionMahjoub met à la venteun terrain à vendre dans un quartier calme, Au bord de la mer de Bizerte, à EL Ksiba , dans le gouvernorat de Bizerte.Proche de toutes commodités, idéal pour la construction d'une maison.Superficie : 254 m²Documents fournis : titre foncier collectifPrix de vente : 216 977 64800Pour plus d'informations, contactez-nous au 216 977 64800Pour une visite, veuillez prendre rendez-vous.Frais de visite : 30 dinarsBienvenue, merci.",fr,69,neutre_positif,0.85,"Prix et statut clairs, mais pas d'agence identifiee",
36,DescriptionÀ Louer | un luxieux Etage de Villa S+2 Front Mer à  BizerteCollection IMMO vous propose pour la location un Etage S+2  situé au  1er Etage  d'une belle demeure  sécurisée à Bizerte.Composition:Un vaste salon lumineux avec une superbe terrasse vue directe sur MerUne cuisine équipée2 chambres à coucher dont une suite parentale avec dressing et terrasseUne salle de bain communeUn Abri de voitureCaractéristiques :Agencement idéaleChauffage centralehttps://www.collectionimmo.tn/.../118642-etage-de-villa...Pour avoir plus d'informationscontactez-nous :Téléphone/Whatsapp : +216 55 659 900E-mail : contact@collectionimmo.tn,affare,0,,0,0.0,DescriptionÀ Louer un luxieux Etage de Villa S 2 Front Mer à BizerteCollection IMMO vous propose pour la location un Etage S 2 situé au 1er Etage d'une belle demeure sécurisée à Bizerte.Composition:Un vaste salon lumineux avec une superbe terrasse vue directe sur MerUne cuisine équipée2 chambres à coucher dont une suite parentale avec dressing et terrasseUne salle de bain communeUn Abri de voitureCaractéristiques :Agencement idéaleChauffage centralehttps://www.collectionimmo.tn/.../118642-etage-de-villa...Pour avoir plus d'informationscontactez-nous :Téléphone/Whatsapp : 216 55 659 900E-mail : contact collectionimmo.tn,fr,79,neutre_positif,0.85,"Agence identifiee, composition detaillee, mais sans prix",
37,Description📍 EL MENZAH 9 : TERRAIN À VENDREL'agence #MON_RESEAU vous propose à la vente un terrain isolé vocation R+2 de 621 m2 dans un quartier résidentiel proche de toutes commodités🚨Prix du m2 : 1530 dinars🚨Certificat de Propriété en Règle🚨Possibilité de bâti en R+2Contactez-nous dès maintenant pour plus de détails et ne manquez pas cette occasion exceptionnelle !☎️Téléphone :  +216 53 728 138WhatsApp :  + 216 53 728 138,affare,5,📍 🚨 ☎,3,0.0735,Description EL MENZAH 9 : TERRAIN À VENDREL'agence MON_RESEAU vous propose à la vente un terrain isolé vocation R 2 de 621 m2 dans un quartier résidentiel proche de toutes commodités Prix du m2 : 1530 dinars Certificat de Propriété en Règle Possibilité de bâti en R 2Contactez-nous dès maintenant pour plus de détails et ne manquez pas cette occasion exceptionnelle ! Téléphone : 216 53 728 138WhatsApp : 216 53 728 138,fr,73,positif,0.98,"Agence, prix, statut juridique, details",
38,DescriptionGHAZELA : APPARTEMENT S+3 A VENDREL'agence #MON_RÈSEAU met la vente d'un appartement s+3 de 147 m2 au 3 eme étage avec ascenseur dans une résidence gardée et sécurisée proches de toutes commodités.Il se compose d':- Un salon avec balcon- Une cuisine équipée avec séchoir- Une salle de bain- Une salle d'eau- deux chambres à coucher avec Dressing- Suite parentale avec salle d'eau et dressing- Dressings- Un chauffage central‐ Climatisation- Deux Places de parking sous sol- Gardiennage et syndicPRIX DE VENTE : 370 MD🚨CONTRAT DE VENTEPour de plus amples informations veuillez contacter notre conseillère en immobilier :☎️Téléphone : +216 98 115 202 / + 216 53 728 138📭WhatsApp : ⁨⁨ +216 98 115 202📧E-mail : monreseau.immo@outlook.com,affare,4,🚨 ☎ 📭 📧,1,0.0348,DescriptionGHAZELA : APPARTEMENT S 3 A VENDREL'agence MON_RÈSEAU met la vente d'un appartement s 3 de 147 m2 au 3 eme étage avec ascenseur dans une résidence gardée et sécurisée proches de toutes commodités.Il se compose d':- Un salon avec balcon- Une cuisine équipée avec séchoir- Une salle de bain- Une salle d'eau- deux chambres à coucher avec Dressing- Suite parentale avec salle d'eau et dressing- Dressings- Un chauffage central Climatisation- Deux Places de parking sous sol- Gardiennage et syndicPRIX DE VENTE : 370 MD CONTRAT DE VENTEPour de plus amples informations veuillez contacter notre conseillère en immobilier : Téléphone : 216 98 115 202 / 216 53 728 138 WhatsApp : 216 98 115 202 E-mail : monreseau.immo outlook.com,fr,120,neutre_positif,0.85,Agence et details mais sans prix ni statut juridique,
40,"Description🔹MAXULA IMMOBILIERE vous propose à la VENTE un APPARTEMENT S+2 RÉNOVÉ d'une superficie d'environ 75m², situé au 4ème et dernier étage d'un immeuble calme et bien situé à RADES SNIT (CHEMINOT).

🔹Le bien se compose de:
 ✅Un SALON lumineux.
 ✅2 CHAMBRES À COUCHER.
 ✅Une SALLE DE DOUCHE moderne.
 ✅Une CUISINE avec rangements et séchoir attenant.

🔹L'APPARTEMENT est raccordé au GAZ DE VILLE, possède un CLIMATISEUR et des STORES MANUELS.

💵Le PRIX est de 100 000 TND.

Pour plus de renseignements, n'hésitez pas à nous contacter :
✉️ info@maxulaimmobiliere.tn
☎️ +21628808309.",affare,10,🔹 ✅ 💵 ✉ ☎,1,0.1111,"Description MAXULA IMMOBILIERE vous propose à la VENTE un APPARTEMENT S 2 RÉNOVÉ d'une superficie d'environ 75m², situé au 4ème et dernier étage d'un immeuble calme et bien situé à RADES SNIT (CHEMINOT). Le bien se compose de: Un SALON lumineux. 2 CHAMBRES À COUCHER. Une SALLE DE DOUCHE moderne. Une CUISINE avec rangements et séchoir attenant. L'APPARTEMENT est raccordé au GAZ DE VILLE, possède un CLIMATISEUR et des STORES MANUELS. Le PRIX est de 100 000 TND. Pour plus de renseignements, n'hésitez pas à nous contacter : info maxulaimmobiliere.tn 21628808309.",fr,91,positif,0.98,"Agence identifiee, details complet, statut clair",
41,DescriptionA louer un luxueux S+1 Jamais habité à Menzah 9c dans une résidence sécurisée et gardéeEmplacement : Menzah 9cTypologie : S+1Composition :salon avec balconChambre à coucher avec dressingSalle de bain (Cabine de douche)cuisine équipée1 Place ParkingChauffage centraleClimatiseursPrix 1100dt y compris frais de syndicPlus de détails et d'informationsveuillez nous contacter24 657 657,affare,0,,0,0.0,DescriptionA louer un luxueux S 1 Jamais habité à Menzah 9c dans une résidence sécurisée et gardéeEmplacement : Menzah 9cTypologie : S 1Composition :salon avec balconChambre à coucher avec dressingSalle de bain (Cabine de douche)cuisine équipée1 Place ParkingChauffage centraleClimatiseursPrix 1100dt y compris frais de syndicPlus de détails et d'informationsveuillez nous contacter24 657 657,fr,53,neutre_positif,0.85,"Description detaillee, prix clair, mais pas d'agence",
42,"DescriptionÀ vendre chez Green Immobilier une demeure bien située à Hammamet zone sidi hamedElle s'étend sur un terrain de 650 m² avec une superficie habitable de 400 m².elle offre:-un salon salle a manger-une cuisine bien aménagée-quatre suites composée, une chambre, une salle de bain, dressing- jardin-Terrasse-piscine-place de parkingLa villa est équipée par un chauffage central et un system de climatisationWhatsApp: 21698100513Prix demandé : 1200.000 MDTvotre satisfaction est notre priorité",affare,0,,0,0.0,"DescriptionÀ vendre chez Green Immobilier une demeure bien située à Hammamet zone sidi hamedElle s'étend sur un terrain de 650 m² avec une superficie habitable de 400 m².elle offre:-un salon salle a manger-une cuisine bien aménagée-quatre suites composée, une chambre, une salle de bain, dressing- jardin-Terrasse-piscine-place de parkingLa villa est équipée par un chauffage central et un system de climatisationWhatsApp: 21698100513Prix demandé : 1200.000 MDTvotre satisfaction est notre priorité",fr,69,positif,0.95,"Agence identifiee, details sur le bien",
43,"Description📍 CITE EZZOUHOUR 4 - TUNIS : ETAGE  À VENDREL'agence #MON_RESEAU met à la vente d'un spacieux étage de villa S+3 et un studios s+1 en très bonnes état de 269 m2 avec entrée indépendante dans un quartier résidentiel proches de toutes commoditésIl se compose d':- un grand salon avec balcon- Trois chambres à coucher- Une cuisine aménagée avec un terrasse- Salle de bain avec doucheCERTIFICAT DE PROPRIÉTÉ EN RÈGLEPrix de Vente : 280 MDPour plus d'informations, contactez notre conseillère en immobilier :☎️ Téléphone : +216 53 728 138📬 WhatsApp : +216 53 728 138",affare,3,📍 ☎ 📬,0,0.0316,"Description CITE EZZOUHOUR 4 - TUNIS : ETAGE À VENDREL'agence MON_RESEAU met à la vente d'un spacieux étage de villa S 3 et un studios s 1 en très bonnes état de 269 m2 avec entrée indépendante dans un quartier résidentiel proches de toutes commoditésIl se compose d':- un grand salon avec balcon- Trois chambres à coucher- Une cuisine aménagée avec un terrasse- Salle de bain avec doucheCERTIFICAT DE PROPRIÉTÉ EN RÈGLEPrix de Vente : 280 MDPour plus d'informations, contactez notre conseillère en immobilier : Téléphone : 216 53 728 138 WhatsApp : 216 53 728 138",fr,97,positif,0.95,"Agence identifiee, prix absent mais details etat",
44,DescriptionÀ vendre chez GreenImmobilierune demeure bien située à HammametElle s'étend sur un terrain de 115 m² avec une superficie habitable de 315 m².elle offre:-Trois salon salle a manger-Trois cuisine bien aménagée-Six chambresWhatsApp: +21698100513Prix demandé : 340.000 MDTvotre satisfaction est notre priorité,affare,0,,0,0.0,DescriptionÀ vendre chez GreenImmobilierune demeure bien située à HammametElle s'étend sur un terrain de 115 m² avec une superficie habitable de 315 m².elle offre:-Trois salon salle a manger-Trois cuisine bien aménagée-Six chambresWhatsApp: 21698100513Prix demandé : 340.000 MDTvotre satisfaction est notre priorité,fr,41,neutre_positif,0.85,"Agence, prix, details mais seul numero WhatsApp",
51,"Description📍 RIADH EL ANDALOUS : FONDS DE COMMERCE À VENDREL'agence #MON_RESEAU met à la vente un fonds de commerce idéalement situé sur un artère principale dans un emplacement stratégique, bénéficiant d'un bon passage et proche de toutes commodités.Il se compose de :• Superficie : 54 m²• Local prêt à l'exploitation• Loyer mensuel : 3000 DT / mois💰 Prix de vente du fonds : 80.000 DTPour de plus amples informations ou pour programmer une visite, veuillez contacter nos conseillers en immobilier :☎️ Téléphone : +216 98 115 202 / 94 115 303 / 53 728 138📭 WhatsApp : +216 98 115 202📧 E-mail : monreseau.immo@outlook.com",affare,5,📍 💰 ☎ 📭 📧,1,0.0481,"Description RIADH EL ANDALOUS : FONDS DE COMMERCE À VENDREL'agence MON_RESEAU met à la vente un fonds de commerce idéalement situé sur un artère principale dans un emplacement stratégique, bénéficiant d'un bon passage et proche de toutes commodités.Il se compose de : Superficie : 54 m² Local prêt à l'exploitation Loyer mensuel : 3000 DT / mois Prix de vente du fonds : 80.000 DTPour de plus amples informations ou pour programmer une visite, veuillez contacter nos conseillers en immobilier : Téléphone : 216 98 115 202 / 94 115 303 / 53 728 138 WhatsApp : 216 98 115 202 E-mail : monreseau.immo outlook.com",fr,105,positif,0.95,"Agence identifiee, prix clair, details sur le bien",
46,"DescriptionL'agence #MON_RÉSEAU met à la vente un appartement s+4 de 190 m2 au 6 éme étage avec double ascenseurs dans une résidence sécurisée , situé à proximité de toutes commodités.Il se compose d':-Un salon spacieux avec balcon- Séjour- Une cuisine équipée avec séchoir- Deux chambres coucher avec placards-Une suite parentale avec salle de bain et balai- Une salle de bain- Une salle d'eau- Climatisation- Chauffage central- Place de parking sous sol- Gardiennage et syndic🚨 CONTRAT DE VENTEPrix de vente : 395 MDPour de plus amples informations veuillez contacter nos conseillères en immobilier :☎️Téléphone : +216 98 115 202: +216 53 728 138",affare,2,🚨 ☎,1,0.0196,"DescriptionL'agence MON_RÉSEAU met à la vente un appartement s 4 de 190 m2 au 6 éme étage avec double ascenseurs dans une résidence sécurisée , situé à proximité de toutes commodités.Il se compose d':-Un salon spacieux avec balcon- Séjour- Une cuisine équipée avec séchoir- Deux chambres coucher avec placards-Une suite parentale avec salle de bain et balai- Une salle de bain- Une salle d'eau- Climatisation- Chauffage central- Place de parking sous sol- Gardiennage et syndic CONTRAT DE VENTEPrix de vente : 395 MDPour de plus amples informations veuillez contacter nos conseillères en immobilier : Téléphone : 216 98 115 202: 216 53 728 138",fr,104,neutre_positif,0.85,"Agence identifiee, details sur bien, mais sans prix",
48,"DescriptionAgence Les Arcades met pour la location🔑un appartement haut standing avec une vue de mer 🌟de type s+2 avec une place de parking au sous sol ,situé dans une résidence en face de la mer a la Falaise de Monastir💡Surface totale : 100m²💡Y compris une place de parking au sous sol.👉pour plus d'informations contacter notre Agence:🤗☎ (00 216 )24 87 24 87 / (00 216) 99 090 006☎💡📧 mail: agencelesarcadesimmo@gmail.com",affare,10,🔑 🌟 💡 👉 🤗 ☎ 📧,2,0.1429,"DescriptionAgence Les Arcades met pour la location un appartement haut standing avec une vue de mer de type s 2 avec une place de parking au sous sol ,situé dans une résidence en face de la mer a la Falaise de Monastir Surface totale : 100m² Y compris une place de parking au sous sol. pour plus d'informations contacter notre Agence: (00 216 )24 87 24 87 / (00 216) 99 090 006 mail: agencelesarcadesimmo gmail.com",fr,76,positif,0.98,"Agence identifiee, details complets, contact multiple",
49,"Descriptionl'agence Darek Immob propose à la location un très joli bureau hs en open space plus 6 pièces ,surface 286 m² ,situé dans un immeuble bureautique en très bonne état dans la zone d'affaire kheiredine kram (lac 3) ,il présente les caractéristiques suivantes:open space plus 6 pièces286 m²câblage réseausurface amovibleclimatisation centralefaux plafondsdouble vitrageascenseurplace de parking au sous solgardienprix : 5245 dt/ht/mois retenue à la source inclusepour plus d'info veuillez contacter notre agence au 51603900/99603906/51614130",affare,0,,0,0.0,"Descriptionl'agence Darek Immob propose à la location un très joli bureau hs en open space plus 6 pièces ,surface 286 m² ,situé dans un immeuble bureautique en très bonne état dans la zone d'affaire kheiredine kram (lac 3) ,il présente les caractéristiques suivantes:open space plus 6 pièces286 m²câblage réseausurface amovibleclimatisation centralefaux plafondsdouble vitrageascenseurplace de parking au sous solgardienprix : 5245 dt/ht/mois retenue à la source inclusepour plus d'info veuillez contacter notre agence au 51603900/99603906/51614130",fr,74,positif,0.95,"Agence identifiee, prix absent mais details sur bien",
50,"Description📍 CITE ENNOZHA - ARIANA : DES BUREAUX NEUFS H+2 À LOUERL'agence #MON_RÉSEAU met à la location des bureaux neufs +2 au 1er et 2eme etage de haut standing avec ascenseur dans une résidence exclusivement bureautique récemment construite sur un artère principale proches de toutes commoditésIl se compose de :- Hall- deux pièces- salle d'eau- Une kitchenette- Climatisation chaud et froid- Gardiennage et syndicPrix de location : sur demande🚨L'immeuble est sécurisé et bien situé à proximité des principales commodités.Pour plus d'informations, contactez notre conseillère en immobilier :☎️ Téléphone : +216 53 728 138📭 WhatsApp : +216 53 728 138📧 E-mail : monreseau.immo@outlook.com",affare,5,📍 🚨 ☎ 📭 📧,1,0.049,"Description CITE ENNOZHA - ARIANA : DES BUREAUX NEUFS H 2 À LOUERL'agence MON_RÉSEAU met à la location des bureaux neufs 2 au 1er et 2eme etage de haut standing avec ascenseur dans une résidence exclusivement bureautique récemment construite sur un artère principale proches de toutes commoditésIl se compose de :- Hall- deux pièces- salle d'eau- Une kitchenette- Climatisation chaud et froid- Gardiennage et syndicPrix de location : sur demande L'immeuble est sécurisé et bien situé à proximité des principales commodités.Pour plus d'informations, contactez notre conseillère en immobilier : Téléphone : 216 53 728 138 WhatsApp : 216 53 728 138 E-mail : monreseau.immo outlook.com",fr,105,neutre_positif,0.85,"Agence identifiee, mais sans prix ni statut juridique",
54,"Description📍 RIADH ANDALOUS – FONDS DE COMMERCE À VENDREOpportunité à saisir !Fonds de commerce de 100 m² idéal pour toute activité, situé dans un quartier très animé et à fort passage, offrant une excellente visibilité.🔹 Caractéristiques :• Espace clients à l'entrée d'environ 35 m²• Cuisine intérieure + point d'eau d'environ 25 m²• Mezzanine aménagée abritant la cuisine principale d'environ 40 m²• Monte-charge fonctionnel reliant les niveaux• Local bien agencé et exploitable immédiatement💰 Loyer : 3 000 DT / mois💰 Prix de vente : 155 MD à débattrePour de plus amples informations veuillez contacter nos conseillères en immobilier :☎️Téléphone : +216 98 115 202 / +216 53 728 138📭WhatsApp : ⁨⁨ +216 53 728 138",affare,6,📍 🔹 💰 ☎ 📭,2,0.0526,"Description RIADH ANDALOUS FONDS DE COMMERCE À VENDREOpportunité à saisir !Fonds de commerce de 100 m² idéal pour toute activité, situé dans un quartier très animé et à fort passage, offrant une excellente visibilité. Caractéristiques : Espace clients à l'entrée d'environ 35 m² Cuisine intérieure point d'eau d'environ 25 m² Mezzanine aménagée abritant la cuisine principale d'environ 40 m² Monte-charge fonctionnel reliant les niveaux Local bien agencé et exploitable immédiatement Loyer : 3 000 DT / mois Prix de vente : 155 MD à débattrePour de plus amples informations veuillez contacter nos conseillères en immobilier : Téléphone : 216 98 115 202 / 216 53 728 138 WhatsApp : 216 53 728 138",fr,113,neutre_negatif,0.6,"Prix absent, template copier-coller, pas d'agence",
55,"Description📍 ARIANA ESSOUGHRA: REZ-DE-CHAUSSÉE DE VILLA S+3 MEUBLÉ JAMAIS HABITÉ A LOUERL'agence #MON_RESEAU met à la location d'un rez-de-chaussée de villa S+3 richement meublé de dans un quartier résidentiel , proches de toutes commodités 5 mm a la faculté EspritIl se compose d':- Salon salle a manger- Une cuisine équipée- Trois chambres à coucher- Salle de bain avec Douche- Salle d'eau- TerrassePrix de la location : 1800 TNDPour plus d'informations, contactez notre conseillère en immobilier :☎️ Téléphone : +216 53 728 138 / 98 115 202📬 WhatsApp : +216 53 728 138 / 98 115 202",affare,3,📍 ☎ 📬,0,0.0312,"Description ARIANA ESSOUGHRA: REZ-DE-CHAUSSÉE DE VILLA S 3 MEUBLÉ JAMAIS HABITÉ A LOUERL'agence MON_RESEAU met à la location d'un rez-de-chaussée de villa S 3 richement meublé de dans un quartier résidentiel , proches de toutes commodités 5 mm a la faculté EspritIl se compose d':- Salon salle a manger- Une cuisine équipée- Trois chambres à coucher- Salle de bain avec Douche- Salle d'eau- TerrassePrix de la location : 1800 TNDPour plus d'informations, contactez notre conseillère en immobilier : Téléphone : 216 53 728 138 / 98 115 202 WhatsApp : 216 53 728 138 / 98 115 202",fr,98,neutre_positif,0.85,"Agence mentionnee, mais pas de prix ni statut",
56,"Description📍LES BERGES DU LAC 1 : APPARTEMENT S+3 À VENDREL' Agence #MON_RÉSEAU vous propose à la vente un bel appartement s+3 de 148 m2 , situé au 3ᵉ étage avec ascenseur, au sein d'une résidence R+3 sécurisée et gardée, dans l'un des quartiers résidentiels les plus prisés des Berges du Lac 1.Ce superbe appartement S+3 offre un cadre de vie raffiné alliant confort, élégance et sérénité idéal pour une résidence principale ou investissement.Il se distingue par :- Un vaste salon – salle à manger lumineuse ouvrant sur un balcon- Une cuisine entièrement équipée, avec séchoir- Une salle d'eau pour invités- Une salle de bain- Trois chambres à coucher, dont deux avec dressings intégrés, offrant fonctionnalité et rangements optimisés- Climatisation Central-Chauffage central🚗 Place de parking au sous-sol📍 Emplacement privilégié, calme et sécurisé, à proximité immédiate des écoles, commerces, restaurants et principaux axes.🚨 CERTIFICAT DE PROPRIÉTÉ EN RÈGLE🚨 ANNÉE DE CONSTRUCTION 2010Pour de plus amples informations veuillez contacter notre conseillère en immobilier :📲Téléphone : +216 98 115 202 / +216 53 728 138📲WhatsApp : +216 98 115 202E-mail : monreseau.immo@outlook.com",affare,7,📍 🚗 🚨 📲,2,0.0393,"Description LES BERGES DU LAC 1 : APPARTEMENT S 3 À VENDREL' Agence MON_RÉSEAU vous propose à la vente un bel appartement s 3 de 148 m2 , situé au 3ᵉ étage avec ascenseur, au sein d'une résidence R 3 sécurisée et gardée, dans l'un des quartiers résidentiels les plus prisés des Berges du Lac 1.Ce superbe appartement S 3 offre un cadre de vie raffiné alliant confort, élégance et sérénité idéal pour une résidence principale ou investissement.Il se distingue par :- Un vaste salon salle à manger lumineuse ouvrant sur un balcon- Une cuisine entièrement équipée, avec séchoir- Une salle d'eau pour invités- Une salle de bain- Trois chambres à coucher, dont deux avec dressings intégrés, offrant fonctionnalité et rangements optimisés- Climatisation Central-Chauffage central Place de parking au sous-sol Emplacement privilégié, calme et sécurisé, à proximité immédiate des écoles, commerces, restaurants et principaux axes. CERTIFICAT DE PROPRIÉTÉ EN RÈGLE ANNÉE DE CONSTRUCTION 2010Pour de plus amples informations veuillez contacter notre conseillère en immobilier : Téléphone : 216 98 115 202 / 216 53 728 138 WhatsApp : 216 98 115 202E-mail : monreseau.immo outlook.com",fr,185,neutre_positif,0.85,"Agence identifiee, mais pas de prix ni statut juridique",
