property_id,source_name,region_norm,anomaly_score,is_anomaly,fraud_score,fraud_flags,regional_context,model_version
tunisieannonce_35056cd3ee2e,tunisieannonce,tunis,-0.3666,False,86.66,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_34f5967623f6,tunisieannonce,tunis,-0.3742,False,87.42,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_445431929246,tunisieannonce,tunis,-0.3457,False,84.57,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3451ecdb5a16,tunisieannonce,tunis,-0.3872,False,88.72,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_34e136333672,tunisieannonce,tunis,-0.404,False,90.4,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_34a773a6c668,tunisieannonce,tunis,-0.3559,False,85.59,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3460372b56ef,tunisieannonce,tunis,-0.3845,False,88.45,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ab20b6858e59,tunisieannonce,tunis,-0.4286,False,92.86,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_34b5103319c5,tunisieannonce,tunis,-0.3543,False,85.43,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_35462656addd,tunisieannonce,tunis,-0.5095,False,100.0,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_357d9d2c733c,tunisieannonce,tunis,-0.3468,False,84.68,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_35fcac4a6215,tunisieannonce,tunis,-0.4068,False,90.68,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_351aeaf65d09,tunisieannonce,tunis,-0.3594,False,85.94,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_353900532643,tunisieannonce,tunis,-0.4343,False,93.43,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_351dbe69fad1,tunisieannonce,tunis,-0.462,False,96.2,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_352ffd48c84c,tunisieannonce,tunis,-0.4755,False,97.55,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_359464efac1e,tunisieannonce,tunis,-0.4337,False,93.37,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_355ea5dc9b5b,tunisieannonce,tunis,-0.3653,False,86.53,"[""suspected_test_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_364fdf328ffa,tunisieannonce,tunis,-0.5462,True,100.0,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_362761486af8,tunisieannonce,tunis,-0.403,False,90.3,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_36aa7f083ed6,tunisieannonce,tunis,-0.3475,False,84.75,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3648f1b67ee8,tunisieannonce,tunis,-0.4048,False,90.48,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_36145fbed1ac,tunisieannonce,tunis,-0.3684,False,86.84,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_36a9a39871b1,tunisieannonce,tunis,-0.341,False,84.1,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3787fa89424f,tunisieannonce,tunis,-0.3551,False,85.51,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_373eb5068f00,tunisieannonce,tunis,-0.4229,False,92.29,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_370e89d38223,tunisieannonce,tunis,-0.3665,False,86.65,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_36e3954244b5,tunisieannonce,tunis,-0.3642,False,86.42,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_36edf357b72f,tunisieannonce,tunis,-0.3788,False,87.88,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_372e502b5423,tunisieannonce,tunis,-0.4617,False,96.17,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_37cf5e34568f,tunisieannonce,tunis,-0.3605,False,86.05,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_37d4ceb50547,tunisieannonce,tunis,-0.4721,False,97.21,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_384160d4f8e9,tunisieannonce,tunis,-0.3543,False,85.43,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_37d990ac1b09,tunisieannonce,tunis,-0.3998,False,89.98,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_37f5d734cc8f,tunisieannonce,tunis,-0.4777,False,97.77,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_37db4b8ee7b2,tunisieannonce,tunis,-0.4516,False,95.16,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_38a97fb01111,tunisieannonce,tunis,-0.3965,False,89.65,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3914bcc606bf,tunisieannonce,tunis,-0.3789,False,87.89,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_39fccdb6b2fd,tunisieannonce,tunis,-0.3808,False,88.08,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3947d02e31c5,tunisieannonce,tunis,-0.3536,False,85.36,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_39208223e449,tunisieannonce,tunis,-0.3428,False,84.28,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_38ff3225010d,tunisieannonce,tunis,-0.4729,False,97.29,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_397b762133fe,tunisieannonce,tunis,-0.4384,False,93.84,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_394a652f8db6,tunisieannonce,tunis,-0.3611,False,86.11,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ca56f17f4b55,tunisieannonce,tunis,-0.372,False,87.2,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_39c8ffbfbff8,tunisieannonce,tunis,-0.3533,False,85.33,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3a2aef5b7c0f,tunisieannonce,tunis,-0.4017,False,90.17,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_39eb24d0cb91,tunisieannonce,tunis,-0.3495,False,84.95,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_39f994465fe1,tunisieannonce,tunis,-0.4637,False,96.37,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_39ad5a5484f2,tunisieannonce,tunis,-0.348,False,84.8,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3ab6cf5178b7,tunisieannonce,tunis,-0.3651,False,86.51,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3b4e7c45598f,tunisieannonce,tunis,-0.3712,False,87.12,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3ae74b6e3cce,tunisieannonce,tunis,-0.4257,False,92.57,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3ab7872ce32a,tunisieannonce,tunis,-0.3897,False,88.97,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3af71ada6b3d,tunisieannonce,tunis,-0.4056,False,90.56,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3a9f4f094009,tunisieannonce,tunis,-0.3752,False,87.52,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3b14bc9cd72a,tunisieannonce,tunis,-0.3906,False,89.06,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3b084eff09ba,tunisieannonce,tunis,-0.4363,False,93.63,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3c372976aced,tunisieannonce,tunis,-0.3559,False,85.59,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3c21581f909f,tunisieannonce,tunis,-0.38,False,88.0,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3b7f0e9a0e4b,tunisieannonce,tunis,-0.4038,False,90.38,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3bb8f2950b00,tunisieannonce,tunis,-0.3561,False,85.61,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3c2692a82cf8,tunisieannonce,tunis,-0.3809,False,88.09,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3bcc8d26ccf9,tunisieannonce,tunis,-0.4265,False,92.65,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ef7697c9101f,tunisieannonce,tunis,-0.4501,False,95.01,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3c76d2e866ea,tunisieannonce,tunis,-0.3529,False,85.29,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3c6ad23b4193,tunisieannonce,tunis,-0.341,False,84.1,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3cc185a692e7,tunisieannonce,tunis,-0.377,False,87.7,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3d148c7a29da,tunisieannonce,tunis,-0.3686,False,86.86,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3cd9263973b9,tunisieannonce,tunis,-0.3741,False,87.41,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3cd8f1b429cd,tunisieannonce,tunis,-0.3838,False,88.38,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3c6dd4490686,tunisieannonce,tunis,-0.4679,False,96.79,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3dc00a81d9f0,tunisieannonce,tunis,-0.3957,False,89.57,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3d4752c24e53,tunisieannonce,tunis,-0.4778,False,97.78,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_acb53faca082,tunisieannonce,tunis,-0.3531,False,85.31,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3dfa7ff36410,tunisieannonce,tunis,-0.3634,False,86.34,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3d48b7ac3756,tunisieannonce,tunis,-0.3662,False,86.62,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e07726b1f39,tunisieannonce,tunis,-0.3999,False,89.99,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e0c80de0ea8,tunisieannonce,tunis,-0.4108,False,91.08,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e52fec83fd8,tunisieannonce,tunis,-0.4513,False,95.13,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e6c885e145e,tunisieannonce,tunis,-0.3889,False,88.89,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e209c670b48,tunisieannonce,tunis,-0.3579,False,85.79,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e0dd355f64a,tunisieannonce,tunis,-0.376,False,87.6,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e3fe08a6079,tunisieannonce,tunis,-0.3595,False,85.95,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e351e9017c6,tunisieannonce,tunis,-0.4664,False,96.64,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_40df5cc5b776,tunisieannonce,tunis,-0.3838,False,88.38,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e314a411cc5,tunisieannonce,tunis,-0.352,False,85.2,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e4165c83f86,tunisieannonce,tunis,-0.407,False,90.7,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e1c50ff0464,tunisieannonce,tunis,-0.5111,False,100.0,"[""extreme_price_per_m2""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3f0e3508c949,tunisieannonce,tunis,-0.3509,False,85.09,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4072d5bb68bc,tunisieannonce,tunis,-0.3942,False,89.42,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3eb06934c530,tunisieannonce,tunis,-0.3994,False,89.94,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3f768c3d7534,tunisieannonce,tunis,-0.4375,False,93.75,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3e7abf575811,tunisieannonce,tunis,-0.3628,False,86.28,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3f4d43ae4f92,tunisieannonce,tunis,-0.3664,False,86.64,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3f5bc29c51e3,tunisieannonce,tunis,-0.3908,False,89.08,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3fc151489f3d,tunisieannonce,tunis,-0.3806,False,88.06,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_400ec7d5c687,tunisieannonce,tunis,-0.5543,True,100.0,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3f78cdbd8e30,tunisieannonce,tunis,-0.3513,False,85.13,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_3f9984df6e1e,tunisieannonce,tunis,-0.3649,False,86.49,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_404de3e2560f,tunisieannonce,tunis,-0.4553,False,95.53,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4032ada95e7c,tunisieannonce,tunis,-0.3936,False,89.36,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_405d0fa2c7b8,tunisieannonce,tunis,-0.3716,False,87.16,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_41095e7ba91a,tunisieannonce,tunis,-0.3449,False,84.49,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_405e734d0681,tunisieannonce,tunis,-0.3765,False,87.65,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_41061e733d81,tunisieannonce,tunis,-0.4139,False,91.39,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_407d75362a9a,tunisieannonce,tunis,-0.3566,False,85.66,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_40fd169a12d5,tunisieannonce,tunis,-0.3858,False,88.58,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_41d850a026b5,tunisieannonce,tunis,-0.3466,False,84.66,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_ac3d9dc6c510,tunisieannonce,tunis,-0.4506,False,95.06,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_41fa3f6ac913,tunisieannonce,tunis,-0.3596,False,85.96,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_41f46228cad0,tunisieannonce,tunis,-0.3751,False,87.51,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_412fdf2445ef,tunisieannonce,tunis,-0.4496,False,94.96,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_411fd40bf3ee,tunisieannonce,tunis,-0.4091,False,90.91,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4272da4e662b,tunisieannonce,tunis,-0.3934,False,89.34,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_42140cc3ca8d,tunisieannonce,tunis,-0.4534,False,95.34,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_428def87d6fd,tunisieannonce,tunis,-0.3983,False,89.83,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_42e314f998d7,tunisieannonce,tunis,-0.3585,False,85.85,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4233082bee5b,tunisieannonce,tunis,-0.3816,False,88.16,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_421fdb7b6a0c,tunisieannonce,tunis,-0.3836,False,88.36,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_42b8bccf0a2c,tunisieannonce,tunis,-0.579,True,100.0,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4203e87eda94,tunisieannonce,tunis,-0.4548,False,95.48,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_425031fbca4a,tunisieannonce,tunis,-0.3998,False,89.98,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4330117f5b20,tunisieannonce,tunis,-0.4064,False,90.64,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_430d62475abb,tunisieannonce,tunis,-0.4031,False,90.31,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_431ec0b30e06,tunisieannonce,tunis,-0.3758,False,87.58,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_43316239f019,tunisieannonce,tunis,-0.3469,False,84.69,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_430b226dd4be,tunisieannonce,tunis,-0.4765,False,97.65,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_43359b97e9c9,tunisieannonce,tunis,-0.411,False,91.1,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_442e522606f3,tunisieannonce,tunis,-0.3464,False,84.64,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_439514783af4,tunisieannonce,tunis,-0.394,False,89.4,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_438cb74e4f5a,tunisieannonce,tunis,-0.367,False,86.7,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_44d5963c25a2,tunisieannonce,tunis,-0.3885,False,88.85,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_44cc78f07353,tunisieannonce,tunis,-0.3419,False,84.19,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4550d80a1b71,tunisieannonce,tunis,-0.3976,False,89.76,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_451517acfa75,tunisieannonce,tunis,-0.3648,False,86.48,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_47139cbc172a,tunisieannonce,tunis,-0.4055,False,90.55,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_44d0c051b305,tunisieannonce,tunis,-0.3548,False,85.48,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_44c77263872c,tunisieannonce,tunis,-0.3935,False,89.35,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_44ce64e8e633,tunisieannonce,tunis,-0.4887,False,98.87,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_453c4a29a3bd,tunisieannonce,tunis,-0.4027,False,90.27,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_462d48929e57,tunisieannonce,tunis,-0.3723,False,87.23,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_45d4cd751bb9,tunisieannonce,tunis,-0.3985,False,89.85,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_45ec628b0bbe,tunisieannonce,tunis,-0.3641,False,86.41,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_45d96702556c,tunisieannonce,tunis,-0.3895,False,88.95,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_477acc5ca8b0,tunisieannonce,tunis,-0.3788,False,87.88,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_45f397ba1938,tunisieannonce,tunis,-0.343,False,84.3,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_46c67c05bb5e,tunisieannonce,tunis,-0.4102,False,91.02,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_46a15f55b03d,tunisieannonce,tunis,-0.4739,False,97.39,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4693673e5466,tunisieannonce,tunis,-0.4695,False,96.95,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4696fc8bc3a7,tunisieannonce,tunis,-0.4425,False,94.25,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_46439113e909,tunisieannonce,tunis,-0.3676,False,86.76,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_46dbb3404304,tunisieannonce,tunis,-0.3601,False,86.01,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4678076f3ab6,tunisieannonce,tunis,-0.42,False,92.0,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4663cb15acf6,tunisieannonce,tunis,-0.3807,False,88.07,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_475d44c6d8db,tunisieannonce,tunis,-0.3776,False,87.76,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4751752e932b,tunisieannonce,tunis,-0.3753,False,87.53,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4770d9d9daf7,tunisieannonce,tunis,-0.3783,False,87.83,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_46df34f9a422,tunisieannonce,tunis,-0.3621,False,86.21,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_4775ac6dfd79,tunisieannonce,tunis,-0.464,False,96.4,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_46f60057a6e7,tunisieannonce,tunis,-0.3645,False,86.45,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_acbd0ecb3990,tunisieannonce,tunis,-0.3727,False,87.27,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_48020958fb75,tunisieannonce,tunis,-0.4006,False,90.06,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_47cc07d163fc,tunisieannonce,tunis,-0.4838,False,98.38,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_47af029cd8cc,tunisieannonce,tunis,-0.3694,False,86.94,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_48139e6aa5f3,tunisieannonce,tunis,-0.372,False,87.2,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_495c99c1b892,tunisieannonce,tunis,-0.3992,False,89.92,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_47d3eb785d83,tunisieannonce,tunis,-0.3458,False,84.58,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_47b7c4ed7f79,tunisieannonce,tunis,-0.3614,False,86.14,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_48dc982d6bbc,tunisieannonce,tunis,-0.3821,False,88.21,[],"{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
tunisieannonce_496a39dfdbce,tunisieannonce,tunis,-0.3817,False,88.17,"[""no_images_high_price""]","{""region"": ""tunis"", ""n_trained"": 3655}",isolation_forest_v1
